city,lat,lng,country,population,predicted_population
Sokodé,8.9905,1.15,Togo,117811,118504.13272318737
Agadez,16.9959,7.9828,Niger,117770,116166.20827286779
Jalingo,8.9004,11.36,Nigeria,117757,118156.27843633012
Dunedin,-45.8854,170.491,New Zealand,117700,116036.12217184552
Achinsk,56.27,90.5,Russia,117634,117759.15538323263
Anaco,9.44,-64.46,Venezuela,117596,119006.47578953663
Punta Arenas,-53.165,-70.94,Chile,117430,118459.82281161817
San Martín,-33.07,-68.49,Argentina,117399,117636.03599672535
Independence,39.0871,-94.3503,United States,117306,116935.85428606482
Langsa,4.6736,97.9664,Indonesia,117256,117090.2905002852
Vyborg,60.7039,28.7549,Russia,117201,118197.8589152338
Calabozo,8.9304,-67.44,Venezuela,117132,117950.92085168339
Chiang Rai,19.9119,99.8265,Thailand,117127,116395.13719642974
Nkongsamba,4.9604,9.94,Cameroon,117063,119551.1885408413
Kindia,10.06,-12.87,Guinea,117062,115326.19046131273
Gao,16.2666,-0.05,Mali,116967,117197.46687403833
Port-Gentil,-0.72,8.78,Gabon,116836,118237.55528040929
Richardson,32.9717,-96.7092,United States,116783,118158.61352402279
Rochester,44.0151,-92.4778,United States,116713,116442.84943555476
Huanren,41.2563,125.346,China,116621,115961.11602649925
Taonan,45.3304,122.78,China,116611,115209.27317504205
Puno,-15.8329,-70.0333,Peru,116552,117680.82128839026
Jaén,37.7704,-3.8,Spain,116400,118574.31724108238
Nizhyn,51.0541,31.8903,Ukraine,116288,116024.88982031978
Yakeshi,49.2804,120.73,China,116284,114483.98115658792
Boké,10.94,-14.3,Guinea,116270,116088.25557958614
Gilroy,37.0047,-121.5843,United States,116235,114806.89952922458
Cherkessk,44.2904,42.06,Russia,116224,116679.69458907034
El Monte,34.074,-118.0291,United States,116109,115325.36770634135
Navajoa,27.0819,-109.4546,Mexico,116093,116155.70828495729
Rock Hill,34.9413,-81.025,United States,115963,114348.01401880755
Tahoua,14.9,5.2599,Niger,115956,115932.73733332001
Yelets,52.58,38.5,Russia,115919,116134.32712772464
Buizhou,37.3704,118.02,China,115893,117237.04413544189
Sri Jawewardenepura Kotte,6.9,79.95,Sri Lanka,115826,116162.15419237207
Inhambane,-23.858,35.3398,Mozambique,115776,116589.29641224773
Clearwater,27.9786,-82.7622,United States,115513,116247.2006931026
Monroe,32.5184,-92.0774,United States,115462,116961.36354871627
Dover,39.1603,-75.5203,United States,115352,114568.80070437392
Carlsbad,33.1246,-117.2837,United States,115330,116608.86028658303
Toliara,-23.3568,43.69,Madagascar,115319,114610.80610399641
Goulimine,28.98,-10.07,Morocco,115267,116818.2734363444
Pouso Alegre,-22.22,-45.94,Brazil,115201,114829.14087646484
Kulob,37.9212,69.7757,Tajikistan,115164,115044.72699493234
Nabeul,36.4603,10.73,Tunisia,115149,116256.5323500353
Tuguegarao,17.6131,121.7269,Philippines,115105,113906.05624472901
Norman,35.2335,-97.3471,United States,115065,114420.08207398455
Ciudad Valles,21.98,-99.02,Mexico,114964,115538.31206508364
Abilene,32.4543,-99.7384,United States,114964,115494.09711167164
Bloomington,39.1637,-86.5256,United States,114959,115801.02477468063
Delicias,28.2,-105.5,Mexico,114783,115602.41883389231
Botoșani,47.7484,26.6597,Romania,114783,114965.87735661598
Kamyanets-Podilskyy,48.6843,26.5809,Ukraine,114658,116044.20127975082
Texas City,29.4128,-94.9658,United States,114546,115801.21954774657
Giyon,8.5304,37.97,Ethiopia,114534,113872.2886192381
Shashemene,7.2004,38.59,Ethiopia,114350,115030.18160222567
Temecula,33.4928,-117.1314,United States,114327,115042.71359648903
Utica,43.0961,-75.226,United States,114318,115188.47442152858
Valparai,10.3204,76.97,India,114308,114397.9667592463
Kuito,-12.38,16.94,Angola,114286,116362.22502773971
Maribor,46.5405,15.65,Slovenia,114228,114242.27691307115
Saint Cloud,45.5339,-94.1719,United States,114225,113428.37688310663
Kingston,44.2337,-76.4833,Canada,114195,114033.61015824687
Siirt,37.944,41.933,Turkey,114034,113949.3487740422
Kankan,10.39,-9.31,Guinea,114009,114352.72225556511
Zhijiang,27.4409,109.678,China,113907,112811.40657770523
Saint George,37.0769,-113.577,United States,113906,115070.22783495762
West Jordan,40.6024,-112.0008,United States,113905,114571.28822286341
Kecskemét,46.9,19.7,Hungary,113895,114057.33990919593
Laghouat,33.81,2.88,Algeria,113872,112671.40925433612
Botucatu,-22.8796,-48.45,Brazil,113862,112735.8465096467
Costa Mesa,33.6667,-117.9135,United States,113825,113048.48046494757
Tobolsk,58.1998,68.2648,Russia,113800,113418.64645885037
Miami Gardens,25.9433,-80.2425,United States,113750,112972.87961789701
Curicó,-34.98,-71.24,Chile,113711,114910.51672639656
Bærum,59.9135,11.3472,Norway,113659,110016.2830011405
Cambridge,42.3758,-71.1184,United States,113630,114082.15510466295
Santa Cruz do Sul,-29.71,-52.44,Brazil,113625,112568.39975732405
Praia,14.9167,-23.5167,Cabo Verde,113364,113931.65778677983
Kipushi,-11.7596,27.25,Congo (Kinshasa),113347,112664.50468714922
Kitami,43.8504,143.9,Japan,113137,113163.14716301062
Exeter,50.7004,-3.53,United Kingdom,113118,113198.91134651007
Downey,33.9379,-118.1312,United States,113092,112787.90191084739
Coeur d'Alene,47.7039,-116.7933,United States,112935,114870.31592355737
Malé,4.1667,73.4999,Maldives,112927,113470.76984005603
Tokmak,42.8299,75.2846,Kyrgyzstan,112860,110332.2454233717
Westminster,39.8837,-105.0627,United States,112812,113515.50742119265
Nefteyugansk,61.0777,72.7027,Russia,112632,110423.03261410822
Shaowu,27.3004,117.5,China,112585,110859.6191210146
Mojokerto,-7.4696,112.43,Indonesia,112557,112828.67675356317
Satu Mare,47.792,22.885,Romania,112490,112286.47062172588
Elgin,42.0385,-88.3229,United States,112456,113298.10728808706
Guanajuato,21.0204,-101.28,Mexico,112200,112406.5777038158
El Centro,32.7873,-115.5579,United States,112145,111269.14805340709
Mazyr,52.046,29.2722,Belarus,112137,111493.52953221023
Iguala,18.37,-99.54,Mexico,112106,112388.97801975635
Waterloo,42.492,-92.3522,United States,112060,111200.20128634025
Juba,4.83,31.58,South Sudan,111975,111989.17376601553
Nakhon Sawan,15.7,100.07,Thailand,111915,110495.01112141623
Iringa,-7.7696,35.69,Tanzania,111820,111620.39118236346
Zwolle,52.524,6.097,Netherlands,111805,113178.75470267194
Kandy,7.28,80.67,Sri Lanka,111701,110581.29601200426
Conselheiro Lafaiete,-20.67,-43.79,Brazil,111596,111936.84538503464
Daugavpils,55.88,26.51,Latvia,111564,111422.4103381333
Kuqa,41.7277,82.9364,China,111499,113106.20681599015
Magelang,-7.4696,110.18,Indonesia,111461,112830.51685837463
Santa Rosa,-36.62,-64.3,Argentina,111424,111863.16974030422
Lowell,42.6389,-71.3217,United States,111346,111430.58141349559
Jawhar,2.767,45.5166,Somalia,111308,112167.95268257994
Gresham,45.5023,-122.4414,United States,111053,110935.39874121829
Algeciras,36.1267,-5.4665,Spain,111027,111651.36117791673
Nsukka,6.867,7.3834,Nigeria,111017,112831.19525327062
Nguru,12.8804,10.45,Nigeria,111014,110132.01401776959
North Charleston,32.9086,-80.0705,United States,110861,109160.54614394958
Balkanabat,39.5124,54.3649,Turkmenistan,110827,111214.91206541298
Manzanillo,19.0496,-104.3231,Mexico,110735,111500.97092736185
Pemba,-12.983,40.5323,Mozambique,110643,108268.94730195745
Volos,39.37,22.95,Greece,110632,110054.68984531637
Inglewood,33.9566,-118.3444,United States,110598,110477.52931848381
Noyabrsk,63.1665,75.6165,Russia,110572,109594.87652353354
Yaynangyoung,20.4615,94.881,Burma,110553,109561.78889034236
Manzini,-26.495,31.388,Swaziland,110537,110296.72938788995
Pompano Beach,26.2428,-80.1312,United States,110473,110970.1489874114
Centennial,39.5926,-104.8674,United States,110250,109302.86086976307
West Palm Beach,26.7467,-80.1314,United States,110222,109497.4432290917
Mzuzu,-11.46,34.02,Malawi,110201,110580.1249550639
Bouïra,36.3805,3.9,Algeria,110144,110510.0074342902
Garanhuns,-8.89,-36.5,Brazil,110085,111548.18273573885
Everett,47.9524,-122.167,United States,110079,109872.37620932185
Santa Fe,35.6619,-105.9819,United States,110078,109850.29537035705
Linqing,36.8504,115.68,China,110046,110330.61587058747
Richmond,37.9477,-122.339,United States,110040,110308.17754469445
David,8.4333,-82.4333,Panama,110037,109096.79121662144
Milagro,-2.1796,-79.6,Ecuador,109970,110333.82675329746
Bataysk,47.1368,39.7449,Russia,109962,110832.15471408324
Hailun,47.4504,126.93,China,109881,111036.796774437
Lichinga,-13.3,35.24,Mozambique,109839,108521.52841146165
Kandi,11.1304,2.94,Benin,109701,110395.74354433925
Dali,34.7953,109.9378,China,109696,108049.53593543198
Clovis,36.8278,-119.6841,United States,109691,109486.48886216966
Tieli,46.9504,128.05,China,109636,109186.15779439127
Ipiales,0.8304,-77.65,Colombia,109618,109641.79900672643
Catanduva,-21.14,-48.98,Brazil,109612,109510.13817922093
Szombathely,47.2253,16.6287,Hungary,109518,110096.5035687082
Pottstown,40.2508,-75.6445,United States,109437,111864.71099218601
Heihe,50.25,127.446,China,109427,108546.41346520583
Siem Reap,13.3666,103.85,Cambodia,109398,109065.90143499803
Szolnok,47.1864,20.1794,Hungary,109261,110917.08356130238
Sergiyev Posad,56.33,38.17,Russia,109252,112329.73923250864
Tumbes,-3.57,-80.46,Peru,109223,110255.08165891141
San Rafael,-34.6,-68.3333,Argentina,109163,109983.51402401879
Matagalpa,12.9171,-85.9167,Nicaragua,109089,109607.9782687733
Tuxpam,20.9604,-97.41,Mexico,109049,109692.99608146009
Leninsk Kuznetsky,54.66,86.17,Russia,109023,110979.5158011137
Soubré,5.7904,-6.61,Côte D’Ivoire,108933,109752.97491780939
Jacksonville,34.7323,-77.3962,United States,108872,107968.67638106579
Karamay,45.5899,84.8599,China,108769,107770.64049360712
Kaposvár,46.367,17.8,Hungary,108528,108979.37392068283
Mopti,14.49,-4.18,Mali,108456,107888.96832011605
Trincomalee,8.569,81.233,Sri Lanka,108420,107779.69508537152
Broken Arrow,36.0365,-95.7808,United States,108303,109533.43721075493
Burlington,44.4877,-73.2314,United States,108277,109498.85244006773
Nehe,48.49,124.88,China,108253,109587.46463407524
Kyzyl,51.7067,94.3831,Russia,108240,107078.12540740841
Mascara,35.4004,0.14,Algeria,108230,108038.80222140667
Oktyabrskiy,54.46,53.46,Russia,108200,108200.50791264273
Birnin Kebbi,12.4504,4.1999,Nigeria,108164,109476.58887893542
En Nuhud,12.6904,28.42,Sudan,108008,106561.37145699373
Estelí,13.09,-86.36,Nicaragua,107839,109582.60385692917
Barletta,41.32,16.27,Italy,107830,109338.75386849024
Trento,46.0804,11.12,Italy,107808,107759.39133809977
Escuintla,15.33,-92.63,Mexico,107638,109167.36797247705
Escuintla,14.3004,-90.78,Guatemala,107638,107749.21317562048
West Covina,34.0555,-117.9113,United States,107598,108482.04927354984
Kogon,39.7211,64.5458,Uzbekistan,107566,106106.6438757075
Rimnicu Vilcea,45.11,24.383,Romania,107558,106821.1200793525
Koszalin,54.2,16.1833,Poland,107450,106193.69459772349
Obninsk,55.0804,36.62,Russia,107392,107625.02921218036
Shinyanga,-3.6596,33.42,Tanzania,107362,108218.10810978278
Luxembourg,49.6117,6.13,Luxembourg,107260,106173.0734168264
Turlock,37.5053,-120.8588,United States,107208,107393.83053681173
Västerås,59.63,16.54,Sweden,107194,107375.19218205247
Chapayevsk,52.9743,49.7243,Russia,107164,107118.15833967947
Louangphrabang,19.8845,102.1416,Laos,107142,105265.10378814758
Ilebo,-4.3196,20.61,Congo (Kinshasa),107093,107210.17742908452
Golmud,36.4166,94.8833,China,107092,108996.53402278681
Apucarana,-23.55,-51.47,Brazil,107085,105996.61117922048
Daly City,37.6863,-122.4684,United States,107074,108479.06351108254
Eau Claire,44.8203,-91.4951,United States,107068,104813.05118850742
Pardubice,50.0404,15.76,Czechia,107064,105174.84832371234
Ratchaburi,13.5419,99.8215,Thailand,106996,105664.73171313177
Elista,46.3287,44.2087,Russia,106971,106787.45323766711
Taungoo,18.9483,96.4179,Burma,106945,107279.17897776964
Hillsboro,45.5271,-122.9358,United States,106894,108848.23802791734
Kandalaksha,67.1643,32.4144,Russia,106798,107231.2907469558
Sandy Springs,33.9366,-84.3703,United States,106739,107534.62372340323
Douliou,23.7075,120.5439,Taiwan,106653,106146.67982562541
Coimbra,40.2004,-8.4167,Portugal,106582,106738.8657704259
Drobeta-Turnu Severin,44.6459,22.6659,Romania,106578,106101.13209356669
Longjiang,47.3404,123.18,China,106384,105884.6497717618
Namur,50.4704,4.87,Belgium,106284,105799.88184466306
Sioux City,42.4959,-96.3901,United States,106279,106005.50503582954
Chico,39.7574,-121.815,United States,106268,106454.17270747002
Novotroitsk,51.2,58.33,Russia,106186,106580.25911213475
Raba,-8.45,118.7666,Indonesia,106101,103771.41062729216
Bagé,-31.32,-54.1,Brazil,106098,107106.11536385877
Norwalk,33.9069,-118.0829,United States,106084,106330.38588104857
Salisbury,38.3755,-75.5867,United States,106034,105720.9799850572
Lewisville,33.0453,-96.9823,United States,106021,105381.453141662
Derbent,42.0578,48.2774,Russia,105965,105577.89785876662
Suceava,47.6377,26.2593,Romania,105796,107457.29305138194
Annecy,45.9,6.1167,France,105749,104920.5768374332
Salto,-31.3903,-57.9687,Uruguay,105690,106089.63082873331
Azare,11.6804,10.19,Nigeria,105687,105611.84196482522
Lahad Datu,5.0464,118.336,Malaysia,105622,105936.25448686304
Sadah,16.9398,43.8498,Yemen,105542,105753.30061363563
Assab,13.01,42.73,Eritrea,105496,105700.60440427082
Kon Tum,14.3838,107.9833,Vietnam,105489,105823.32186365798
Fresnillo,23.1704,-102.86,Mexico,105488,107596.55693121484
Lugano,46.0004,8.9667,Switzerland,105388,104510.20582062703
Queenstown,-31.8996,26.88,South Africa,105309,105410.12219543503
Hoa Binh,20.8137,105.3383,Vietnam,105260,104520.67808874679
Granada‎,11.9337,-85.95,Nicaragua,105219,104151.21392372527
Kongolo,-5.3795,26.98,Congo (Kinshasa),105202,104023.04648346323
Jizan,16.9066,42.5566,Saudi Arabia,105198,105739.21630755244
Davie,26.079,-80.287,United States,105149,103404.37195744022
Focșani,45.6966,27.1865,Romania,105112,106165.05823023578
Linhares,-19.39,-40.05,Brazil,105075,106711.31901324577
Cottbus,51.7704,14.33,Germany,105067,105869.6783987509
Koutiala,12.3904,-5.47,Mali,104927,105027.60102428787
League City,29.4874,-95.1087,United States,104903,105593.21689552246
Prijedor,44.9804,16.7,Bosnia And Herzegovina,104858,104118.9296403994
Burbank,34.1879,-118.3234,United States,104834,106286.32329699268
San Mateo,37.5522,-122.3122,United States,104748,105347.32481232437
Jena,50.9304,11.58,Germany,104712,106323.33079673167
Gera,50.8704,12.07,Germany,104659,105777.04971735181
Torbat-e Jam,35.2233,60.6129,Iran,104578,103388.55642256903
Nong Khai,17.8733,102.7479,Thailand,104505,104778.20827979356
Brindisi,40.6403,17.93,Italy,104437,102768.41289521306
Mmabatho,-25.83,25.61,South Africa,104428,105499.39794292218
Zhezqazghan,47.78,67.77,Kazakhstan,104357,104330.03322341149
Tandil,-37.32,-59.15,Argentina,104325,104240.4679549565
San Antonio,-33.5995,-71.61,Chile,104292,103768.08064168059
Maumere,-8.6189,122.2123,Indonesia,104285,104148.77412899781
Albury,-36.06,146.92,Australia,104258,105493.89101152867
Al Qamishli,37.03,41.23,Syria,104107,104174.63358346383
Adigrat,14.2804,39.47,Ethiopia,104021,103975.80058869747
Abengourou,6.7304,-3.49,Côte D’Ivoire,104020,103760.26730439354
Kiselevsk,54,86.64,Russia,104000,104955.4386420187
Kroonstad,-27.66,27.21,South Africa,103992,104667.12844393586
EdDamer,17.59,33.96,Sudan,103941,103959.24253105966
Loubomo,-4.1796,12.67,Congo (Brazzaville),103894,102290.16041755289
El Cajon,32.8017,-116.9604,United States,103894,104253.57536632812
Kilinochchi,9.4004,80.3999,Sri Lanka,103717,103483.29386036703
Ahar,38.4829,47.0629,Iran,103639,104939.41833300314
Biak,-1.1615,136.0485,Indonesia,103610,103622.98926800577
Gardiz,33.6001,69.2146,Afghanistan,103601,103553.18662190379
Rialto,34.1128,-117.3885,United States,103562,104357.47220737168
Konotop,51.2424,33.209,Ukraine,103547,104514.6166169457
Matruh,31.3504,27.23,Egypt,103470,105289.00810792281
Perabumulih,-3.4432,104.2315,Indonesia,103470,101437.39465414907
Guaymas,27.93,-110.89,Mexico,103449,104196.01287270748
Hidalgo del Parral,26.9334,-105.6666,Mexico,103378,104377.34153498635
Bend,44.0562,-121.3087,United States,103349,104255.62467535188
Vĩnh Long,10.256,105.964,Vietnam,103314,103565.83221081064
Velikiye Luki,56.32,30.52,Russia,103149,102373.65639224253
Palma Soriano,20.2172,-75.9988,Cuba,102826,101885.79169561066
Pedro Juan Caballero,-22.5446,-55.76,Paraguay,102787,103645.1207982744
Pakxe,15.1221,105.8183,Laos,102775,101901.87611836757
Roxas,11.5853,122.7511,Philippines,102688,102368.28253917268
Piatra-Neamt,46.94,26.383,Romania,102688,101448.91694683823
Grudziądz,53.4804,18.75,Poland,102443,102952.51483367753
Lower Hutt,-41.2037,174.9123,New Zealand,102400,102582.51747478632
Houma,35.62,111.21,China,102400,103623.98153937476
Ukhta,63.56,53.69,Russia,102187,101561.1405465576
Liberec,50.8,15.08,Czechia,102175,101631.34036860392
Charlottesville,38.0375,-78.4855,United States,102016,101252.0613259782
Bethal,-26.4696,29.45,South Africa,101919,101314.69338857973
La Crosse,43.8241,-91.2268,United States,101886,102832.10288163526
Temple,31.1076,-97.3894,United States,101876,101344.56508841513
Bontang,0.1333,117.5,Indonesia,101691,100888.50560755114
Teluk Intan,4.0119,101.0314,Malaysia,101659,100997.63958652467
Ibri,23.2254,56.517,Oman,101640,101441.8713866493
Dera Ismail Khan,31.829,70.8986,Pakistan,101616,101435.49608540209
Vista,33.1895,-117.2387,United States,101568,102019.03518623319
Kansk,56.19,95.71,Russia,101502,101278.24079031052
Renton,47.4758,-122.1905,United States,101379,102257.9986161749
Sarapul,56.4791,53.7987,Russia,101344,99743.98869097394
Maladzyechna,54.3188,26.8653,Belarus,101300,101839.03306599526
Olomouc,49.63,17.25,Czechia,101268,99896.20555730158
Barretos,-20.55,-48.58,Brazil,101220,101922.15171355929
Teófilo Otoni,-17.87,-41.5,Brazil,101170,102400.65690341084
Kilchu,40.9604,129.3204,"Korea, North",101165,103141.1353395796
Duitama,5.8305,-73.02,Colombia,101156,101462.56624143787
Vanadzor,40.8128,44.4883,Armenia,101098,100457.72711926034
Tartu,58.3839,26.7099,Estonia,101092,100816.12461761227
Novara,45.45,8.62,Italy,100910,99015.61239155392
Sparks,39.5729,-119.7157,United States,100888,100895.27365026127
Holland,42.7677,-86.0984,United States,100885,101020.10643635069
Oum el Bouaghi,35.85,7.15,Algeria,100821,101555.76786581574
Solikamsk,59.67,56.75,Russia,100812,100979.67701735957
Vacaville,38.3592,-121.9686,United States,100801,102099.93230591832
Logan,41.7402,-111.8419,United States,100774,100152.64114643849
Allen,33.1088,-96.6735,United States,100685,101699.66311386834
Glazov,58.1232,52.6288,Russia,100676,100981.6445074503
Ancona,43.6004,13.4999,Italy,100507,100970.31454881505
Bukoba,-1.3196,31.8,Tanzania,100504,98752.85600693901
Kpalimé,6.9004,0.63,Togo,100479,101819.40633046003
Sakata,38.92,139.8501,Japan,100446,99765.65433568374
Magangué,9.23,-74.74,Colombia,100313,101037.80330682472
Ust-Ulimsk,57.99,102.6333,Russia,100271,101197.6490800233
Sabha,27.0333,14.4333,Libya,100249,101330.76863204855
Lida,53.8885,25.2846,Belarus,100216,98886.71703113594
